customerID;gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;Churn
9982-['W' 'A' 'L' 'R' 'I'];Male;0;Yes;Yes;32;Yes;No phone service;Fiber optic;No;No internet service;No;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic);32,1;1027,11;No
7254-['F' 'Y' 'U' 'O' 'F'];Male;1;Yes;No;65;Yes;No;Fiber optic;No;Yes;No internet service;No internet service;No;No;Month-to-month;No;Electronic check;56,41;3661,76;No
7742-['V' 'K' 'Q' 'P' 'T'];Male;0;Yes;No;53;Yes;Yes;Fiber optic;No;No internet service;No;No;No internet service;No internet service;Month-to-month;Yes;Bank transfer (automatic);101,42;5375,22;Yes
8741-['G' 'I' 'B' 'I' 'Z'];Female;1;Yes;Yes;20;No;No phone service;Fiber optic;No;No;Yes;Yes;No;Yes;Month-to-month;Yes;Electronic check;59,22;1190,96;Yes
6418-['B' 'A' 'A' 'F' 'F'];Male;0;No;No;39;Yes;No;Fiber optic;Yes;No;No;No;No;Yes;Two year;No;Credit card (automatic);105,81;4126,46;No
2622-['K' 'F' 'E' 'R' 'H'];Male;0;No;No;55;Yes;No;DSL;Yes;No internet service;Yes;Yes;No;No;One year;Yes;Mailed check;94,04;5166,74;Yes
2959-['A' 'J' 'C' 'S' 'V'];Male;0;Yes;No;14;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);103,45;1454,77;No
3192-['U' 'P' 'U' 'F' 'T'];Female;0;Yes;Yes;39;No;No phone service;DSL;Yes;No;Yes;No;No;Yes;Month-to-month;Yes;Credit card (automatic);57,19;2234,65;No
1770-['S' 'S' 'G' 'R' 'S'];Female;0;Yes;No;14;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;87,41;1233,32;No
9292-['G' 'F' 'C' 'J' 'Z'];Male;0;Yes;No;15;Yes;No;Fiber optic;Yes;No;No;Yes;No;No;Two year;Yes;Mailed check;39,31;589,64;No
7205-['X' 'U' 'T' 'Z' 'Q'];Male;1;Yes;No;24;Yes;No phone service;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Electronic check;52,54;1257,86;No
7260-['S' 'C' 'P' 'U' 'R'];Female;0;Yes;No;48;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;No;No internet service;Month-to-month;No;Mailed check;63,24;3051,69;Yes
8759-['U' 'G' 'E' 'V' 'I'];Female;0;No;No;38;Yes;Yes;DSL;No;No;No;No;No;Yes;One year;No;Electronic check;83,66;3184,4;No
2872-['O' 'A' 'S' 'N' 'O'];Male;1;No;No;19;Yes;Yes;DSL;No;No;No;Yes;No internet service;Yes;Two year;Yes;Mailed check;58,96;1107,56;No
8286-['M' 'P' 'V' 'C' 'M'];Male;0;Yes;No;46;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;One year;Yes;Credit card (automatic);87,99;4048,3;No
6671-['S' 'I' 'U' 'C' 'G'];Female;0;No;No;10;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);65,84;665,79;No
6356-['X' 'W' 'I' 'H' 'K'];Female;0;Yes;Yes;69;Yes;Yes;Fiber optic;Yes;Yes;Yes;No internet service;Yes;No;Two year;Yes;Mailed check;85,48;5884,57;No
7876-['Y' 'A' 'J' 'G' 'F'];Male;0;No;No;5;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;No;Month-to-month;Yes;Credit card (automatic);51,58;241,62;No
3318-['W' 'V' 'G' 'E' 'R'];Male;0;Yes;Yes;44;Yes;No phone service;Fiber optic;No;No;Yes;Yes;No;No;Month-to-month;Yes;Bank transfer (automatic);117,94;5164,55;No
3363-['I' 'R' 'R' 'J' 'Z'];Female;0;Yes;Yes;65;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);115,4;7502,16;No
4349-['L' 'X' 'X' 'J' 'T'];Female;0;No;No;14;Yes;Yes;DSL;No internet service;No;No;No;No;No;Month-to-month;No;Credit card (automatic);52,56;746,25;No
6372-['U' 'H' 'R' 'J' 'U'];Female;0;Yes;No;53;No;No phone service;DSL;Yes;No;No;Yes;No;No;Month-to-month;No;Credit card (automatic);91,06;4837,47;No
1934-['L' 'D' 'Q' 'H' 'O'];Female;0;Yes;Yes;68;Yes;No;DSL;No;No;No internet service;Yes;No;No internet service;Month-to-month;No;Electronic check;88,73;6050,31;No
6716-['G' 'L' 'L' 'S' 'P'];Male;0;No;No;45;Yes;No phone service;Fiber optic;No;No;No internet service;Yes;No internet service;Yes;Month-to-month;Yes;Credit card (automatic);60,44;2731,89;Yes
8591-['Y' 'G' 'T' 'D' 'J'];Female;0;No;Yes;65;Yes;Yes;DSL;Yes;No;No;No;No;No internet service;Month-to-month;Yes;Credit card (automatic);89,81;5822,45;No
6718-['H' 'K' 'A' 'D' 'F'];Female;0;No;No;8;Yes;No;Fiber optic;No;Yes;No;No;No internet service;Yes;Two year;Yes;Bank transfer (automatic);23,84;176,03;Yes
3550-['O' 'Z' 'Y' 'S' 'T'];Male;0;No;No;68;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;28,1;1917,12;No
4938-['H' 'E' 'R' 'H' 'N'];Female;0;No;No;62;No;No phone service;Fiber optic;No;Yes;No;No;No;No internet service;One year;Yes;Bank transfer (automatic);115,41;7158,66;No
7053-['T' 'Z' 'V' 'M' 'K'];Female;0;No;No;67;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;No;Two year;No;Bank transfer (automatic);85,2;5712,43;Yes
1241-['Q' 'R' 'D' 'I' 'Z'];Female;0;Yes;No;43;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Electronic check;101,38;4346,66;No
8803-['Q' 'I' 'K' 'A' 'P'];Male;0;Yes;Yes;44;No;No phone service;Fiber optic;No;No;Yes;No;No;No internet service;One year;No;Mailed check;118,55;5219;No
6466-['M' 'R' 'H' 'A' 'G'];Male;0;No;No;40;Yes;No phone service;Fiber optic;No;No;No;Yes;No;No;One year;Yes;Bank transfer (automatic);84,69;3383,12;No
5316-['S' 'C' 'J' 'D' 'Q'];Female;0;No;No;36;Yes;No;Fiber optic;Yes;No;No;Yes;Yes;No internet service;Month-to-month;Yes;Electronic check;25,8;924,3;Yes
4569-['D' 'M' 'A' 'N' 'T'];Female;0;No;No;51;Yes;No;DSL;No;Yes;No;No internet service;No;No;One year;Yes;Mailed check;26,71;1368,33;No
8683-['L' 'B' 'X' 'U' 'Q'];Male;0;Yes;No;0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Credit card (automatic);61,11;5,83;Yes
8130-['J' 'K' 'H' 'J' 'C'];Female;0;Yes;Yes;39;Yes;Yes;DSL;Yes;No;No;No;Yes;Yes;Month-to-month;No;Bank transfer (automatic);58,63;2281,28;No
7836-['X' 'H' 'C' 'A' 'C'];Female;0;No;Yes;56;Yes;No;DSL;Yes;No;No internet service;No;No;No;One year;No;Credit card (automatic);83,51;4694,51;No
2816-['S' 'G' 'D' 'S' 'K'];Male;0;No;No;9;Yes;No;Fiber optic;Yes;No internet service;Yes;No;No;Yes;Month-to-month;No;Bank transfer (automatic);38,07;349,01;Yes
6105-['E' 'E' 'W' 'D' 'F'];Male;0;No;Yes;22;Yes;Yes;DSL;Yes;No;Yes;Yes;No;No;Month-to-month;Yes;Mailed check;96,02;2122,04;No
3860-['Z' 'Q' 'J' 'Q' 'V'];Female;0;No;Yes;49;Yes;Yes;Fiber optic;No internet service;No;No;Yes;No internet service;No internet service;Month-to-month;Yes;Bank transfer (automatic);118,38;5805,43;No
2613-['E' 'A' 'C' 'N' 'E'];Female;0;No;No;19;No;No phone service;DSL;No internet service;Yes;Yes;No;No;No;One year;No;Electronic check;20,15;385,69;Yes
6315-['Z' 'P' 'U' 'A' 'H'];Female;0;No;Yes;72;Yes;Yes;DSL;No;Yes;Yes;No;No;No;Month-to-month;No;Credit card (automatic);115,34;8305,8;No
5875-['D' 'A' 'S' 'L' 'U'];Female;0;Yes;No;34;Yes;No;Fiber optic;No internet service;Yes;No;Yes;Yes;No;Month-to-month;Yes;Credit card (automatic);117,42;3982,17;No
5180-['W' 'T' 'R' 'N' 'H'];Female;0;Yes;Yes;67;Yes;No;DSL;Yes;Yes;Yes;No;No;No;Month-to-month;Yes;Electronic check;23,88;1600,81;Yes
2873-['B' 'E' 'L' 'S' 'U'];Female;0;No;No;33;Yes;No;DSL;No;Yes;Yes;No;No;No;One year;Yes;Electronic check;101,95;3367,21;Yes
1675-['R' 'H' 'A' 'X' 'W'];Male;0;Yes;Yes;71;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;111,85;7927,76;No
1336-['G' 'C' 'P' 'O' 'U'];Male;1;No;Yes;59;Yes;No;DSL;No;No;No;No;No internet service;No;Two year;No;Credit card (automatic);22,2;1305,08;No
4208-['B' 'U' 'M' 'W' 'M'];Male;0;No;Yes;51;Yes;No;Fiber optic;No;Yes;No;No;No;Yes;Two year;No;Mailed check;87,5;4460,56;No
1238-['Y' 'B' 'T' 'D' 'S'];Female;1;No;No;45;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Bank transfer (automatic);86,04;3865,72;No
2403-['L' 'U' 'W' 'J' 'R'];Male;0;Yes;No;66;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Bank transfer (automatic);57,77;3803,28;No
5172-['P' 'T' 'Q' 'S' 'N'];Female;0;No;No;67;Yes;No phone service;DSL;Yes;No;No internet service;No;No;No;Month-to-month;Yes;Credit card (automatic);54,88;3680,05;Yes
9528-['F' 'S' 'S' 'L' 'X'];Male;0;No;Yes;0;Yes;Yes;DSL;No internet service;No;No;No;No;No;One year;Yes;Bank transfer (automatic);43,87;10,28;No
4620-['T' 'I' 'H' 'N' 'X'];Male;1;No;Yes;4;Yes;Yes;DSL;No internet service;No;No;No;No internet service;No;Month-to-month;Yes;Electronic check;44,07;183,71;Yes
4992-['B' 'L' 'I' 'Y' 'X'];Female;1;No;No;13;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;106,86;1393,28;Yes
4438-['I' 'H' 'K' 'Y' 'H'];Female;0;No;No;31;Yes;No;DSL;No;No;Yes;No;Yes;Yes;One year;Yes;Bank transfer (automatic);95,18;2943,58;Yes
3132-['P' 'A' 'U' 'H' 'H'];Female;0;No;No;20;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);93,56;1874,24;No
7404-['X' 'G' 'H' 'F' 'D'];Female;0;Yes;Yes;21;Yes;No;DSL;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;43,54;913,8;No
6853-['N' 'G' 'P' 'J' 'X'];Female;0;No;Yes;47;No;No phone service;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Electronic check;38,51;1812,83;Yes
3214-['G' 'S' 'S' 'L' 'T'];Male;0;Yes;No;65;Yes;No;DSL;No;Yes;Yes;No;No;No;Month-to-month;No;Credit card (automatic);65,94;4306,99;No
6344-['L' 'W' 'Q' 'M' 'M'];Female;0;Yes;No;12;Yes;No;DSL;No;Yes;No;No;No;No;Two year;Yes;Electronic check;101,48;1213,88;No
5041-['V' 'N' 'H' 'G' 'O'];Female;0;Yes;Yes;68;No;No phone service;Fiber optic;No;No;No;Yes;No;No;Month-to-month;No;Mailed check;69,03;4686,42;No
3511-['P' 'U' 'W' 'Y' 'Y'];Female;0;No;No;61;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);38,61;2363,05;Yes
3882-['E' 'A' 'U' 'M' 'H'];Female;1;Yes;No;52;Yes;Yes;DSL;Yes;No;No;No;No internet service;No internet service;One year;No;Mailed check;42,9;2235,67;No
5139-['S' 'F' 'Q' 'U' 'S'];Male;1;Yes;Yes;17;No;No phone service;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Electronic check;68,74;1163,6;No
2040-['G' 'W' 'N' 'Z' 'B'];Male;0;Yes;No;71;Yes;No;DSL;No;No;No;No;No;No;One year;Yes;Electronic check;72,9;5184,01;No
7942-['V' 'O' 'J' 'B' 'M'];Female;0;No;Yes;50;Yes;Yes;Fiber optic;Yes;No;No;No;No;No internet service;Month-to-month;No;Mailed check;100,33;5021,7;No
8635-['O' 'G' 'O' 'F' 'P'];Male;0;No;Yes;40;Yes;No;DSL;No;No internet service;No;No;No;Yes;Month-to-month;No;Credit card (automatic);60,48;2425,58;No
4841-['N' 'H' 'R' 'U' 'T'];Female;0;No;No;4;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);44,62;180,68;Yes
4862-['Q' 'F' 'Y' 'B' 'O'];Female;0;Yes;No;14;Yes;Yes;DSL;No;No;Yes;No internet service;No;Yes;Month-to-month;No;Credit card (automatic);80,69;1130,05;No
8703-['W' 'M' 'K' 'D' 'O'];Male;0;No;No;12;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;102,91;1254,67;Yes
8766-['J' 'L' 'M' 'M' 'K'];Male;0;No;No;19;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Electronic check;105,89;2021,48;No
2728-['W' 'Q' 'B' 'U' 'X'];Female;0;No;Yes;50;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);29,6;1486,25;No
8469-['I' 'W' 'S' 'R' 'Z'];Male;0;No;Yes;8;No;No phone service;Fiber optic;Yes;No internet service;No;Yes;No;No;Month-to-month;Yes;Credit card (automatic);76,5;611,98;No
5699-['S' 'K' 'I' 'X' 'T'];Female;0;No;Yes;50;No;No phone service;DSL;Yes;No internet service;No;Yes;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);91,96;4595,75;Yes
3411-['K' 'N' 'W' 'A' 'B'];Male;0;No;No;35;Yes;No;Fiber optic;No;No;No;No;No;No;One year;Yes;Mailed check;69,03;2415,09;No
1934-['D' 'O' 'S' 'K' 'V'];Male;0;Yes;No;15;No;No phone service;DSL;Yes;No;No;Yes;No;No internet service;One year;Yes;Electronic check;86,04;1285,77;No
5642-['T' 'U' 'N' 'D' 'V'];Male;0;No;No;20;Yes;Yes;DSL;No;Yes;Yes;No internet service;No;No;Month-to-month;Yes;Credit card (automatic);103,71;2063,96;No
8448-['J' 'R' 'E' 'C' 'C'];Male;0;Yes;No;45;Yes;Yes;DSL;No;Yes;No;Yes;No;No;Month-to-month;No;Mailed check;45,93;2057,56;No
9844-['E' 'W' 'K' 'G' 'X'];Female;0;Yes;No;46;Yes;Yes;Fiber optic;No internet service;No;No;No;Yes;No;Month-to-month;No;Mailed check;38,57;1774,02;No
4012-['U' 'S' 'Z' 'Y' 'M'];Female;0;No;No;31;Yes;No;DSL;No internet service;No;Yes;Yes;No;Yes;Month-to-month;Yes;Bank transfer (automatic);45,56;1418,52;Yes
1592-['A' 'I' 'C' 'G' 'O'];Male;0;No;No;25;Yes;No;DSL;Yes;No;No;No;Yes;Yes;Two year;No;Credit card (automatic);48,88;1206,08;No
9462-['K' 'R' 'X' 'W' 'M'];Female;1;Yes;Yes;11;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;No;Electronic check;36,85;393,4;Yes
7435-['Y' 'V' 'H' 'J' 'H'];Female;0;No;No;41;Yes;No;Fiber optic;Yes;Yes;No;No;No internet service;No;One year;Yes;Bank transfer (automatic);22,87;943,4;No
6547-['C' 'W' 'S' 'O' 'Y'];Male;0;No;No;17;Yes;Yes;Fiber optic;Yes;No;No;No;No;No internet service;Month-to-month;Yes;Bank transfer (automatic);30,42;512,71;No
2430-['L' 'J' 'K' 'E' 'A'];Female;0;Yes;No;25;Yes;Yes;DSL;No;Yes;No;No internet service;Yes;Yes;Month-to-month;No;Electronic check;38,4;949,18;Yes
8323-['R' 'N' 'N' 'X' 'O'];Male;0;Yes;No;32;Yes;No;DSL;No;No;Yes;No;Yes;No;Month-to-month;No;Bank transfer (automatic);57,58;1855,63;No
1517-['H' 'O' 'Q' 'A' 'Y'];Female;0;Yes;No;13;Yes;No;DSL;No;No;No;No;Yes;No;Month-to-month;Yes;Credit card (automatic);68,89;894,96;No
5553-['T' 'X' 'P' 'W' 'I'];Male;0;Yes;No;56;Yes;No;DSL;No;No internet service;No;No;No;Yes;Month-to-month;Yes;Mailed check;38,38;2150,45;No
2726-['V' 'Z' 'L' 'Z' 'R'];Male;0;Yes;No;15;Yes;No;DSL;No internet service;No;Yes;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);66,92;1011,15;Yes
5676-['F' 'V' 'M' 'L' 'Z'];Male;0;Yes;No;65;Yes;No;Fiber optic;Yes;Yes;Yes;No;No;No internet service;Month-to-month;Yes;Mailed check;106,61;6925,96;Yes
9333-['I' 'E' 'A' 'W' 'Y'];Male;0;No;Yes;27;Yes;No phone service;DSL;No;No;No;No;No internet service;No;Month-to-month;No;Electronic check;92,91;2501,58;Yes
4460-['A' 'C' 'P' 'K' 'V'];Female;0;No;No;35;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;No;One year;No;Mailed check;80,66;2835,26;No
4471-['S' 'T' 'N' 'Q' 'M'];Male;0;Yes;No;17;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Bank transfer (automatic);60,56;1029,43;Yes
1833-['R' 'D' 'B' 'C' 'D'];Female;0;No;No;18;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);113,51;2056,49;Yes
9530-['W' 'K' 'D' 'X' 'W'];Male;1;No;No;40;Yes;No;DSL;No;No internet service;Yes;Yes;No;No;Two year;No;Mailed check;113,49;4526,57;No
3038-['P' 'L' 'Y' 'I' 'Y'];Male;0;Yes;No;40;Yes;Yes;DSL;Yes;No;Yes;No;Yes;No;Month-to-month;No;Electronic check;89,4;3583,9;No
1321-['C' 'A' 'L' 'C' 'W'];Male;1;Yes;No;47;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Bank transfer (automatic);55,43;2618,76;No
4397-['R' 'T' 'P' 'L' 'W'];Male;0;No;No;55;Yes;Yes;DSL;No;Yes;No;Yes;No;No;Two year;Yes;Electronic check;69,59;3815,6;Yes
8838-['P' 'K' 'S' 'D' 'G'];Male;0;Yes;No;12;Yes;Yes;DSL;Yes;No;No;No;Yes;No;Two year;Yes;Credit card (automatic);71,45;856,88;No
4193-['S' 'P' 'Q' 'R' 'C'];Male;0;No;No;16;No;No phone service;DSL;Yes;No;No;Yes;No;Yes;Two year;Yes;Credit card (automatic);93,93;1515,15;No
5453-['Z' 'Q' 'G' 'W' 'J'];Female;0;Yes;No;60;No;No phone service;DSL;No;Yes;No;No;Yes;No;Month-to-month;No;Electronic check;61,34;3662,68;No
7043-['Y' 'D' 'J' 'R' 'T'];Male;0;Yes;Yes;57;No;No phone service;DSL;No;Yes;Yes;No;No;No;Two year;Yes;Mailed check;45,83;2592,75;No
9509-['O' 'G' 'R' 'S' 'V'];Male;0;Yes;Yes;67;Yes;No phone service;DSL;No;No;No internet service;No;Yes;No;One year;No;Electronic check;36,56;2452,16;Yes
4069-['O' 'J' 'N' 'C' 'J'];Male;0;No;Yes;59;No;No phone service;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;Yes;Electronic check;20,75;1224,5;No
4029-['M' 'J' 'R' 'K' 'V'];Female;0;Yes;No;44;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;25,75;1129,65;No
6764-['D' 'H' 'A' 'V' 'P'];Male;1;Yes;Yes;60;Yes;No;Fiber optic;Yes;Yes;Yes;No;No;No;Month-to-month;Yes;Credit card (automatic);56,33;3378,04;No
9128-['A' 'H' 'P' 'A' 'D'];Female;0;Yes;Yes;0;Yes;No;Fiber optic;No;No;Yes;No internet service;No internet service;Yes;Month-to-month;Yes;Bank transfer (automatic);58,85;0;No
9847-['P' 'S' 'H' 'H' 'X'];Female;0;No;No;70;Yes;No;Fiber optic;No;Yes;No;Yes;Yes;No;Month-to-month;Yes;Credit card (automatic);65,28;4575,7;No
6311-['Q' 'U' 'Y' 'E' 'P'];Female;0;No;No;2;Yes;Yes;DSL;No;Yes;No;No;Yes;No;Month-to-month;No;Bank transfer (automatic);91,52;195,07;Yes
1282-['W' 'Z' 'D' 'V' 'R'];Male;0;No;Yes;9;Yes;No;Fiber optic;No;Yes;No;No;No internet service;No;Month-to-month;No;Bank transfer (automatic);33,26;322,73;No
3743-['T' 'K' 'F' 'Q' 'X'];Male;0;No;No;43;Yes;No;Fiber optic;No;No;No;Yes;No internet service;No;Month-to-month;No;Credit card (automatic);45,02;1941,27;No
3665-['X' 'Y' 'T' 'B' 'T'];Female;1;Yes;No;38;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);98,44;3740,25;No
1812-['T' 'S' 'G' 'B' 'L'];Male;0;Yes;No;27;Yes;No;DSL;No internet service;No internet service;Yes;No;No;Yes;Month-to-month;Yes;Credit card (automatic);116,36;3145,33;No
3342-['H' 'U' 'C' 'M' 'A'];Female;0;No;No;60;Yes;Yes;DSL;Yes;No internet service;No;No;No;Yes;Month-to-month;No;Credit card (automatic);40,92;2458,1;No
6899-['V' 'P' 'U' 'Q' 'U'];Female;1;Yes;No;69;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Bank transfer (automatic);55,72;3848,44;Yes
3287-['S' 'K' 'T' 'V' 'Y'];Male;0;Yes;No;30;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);29,66;875,93;No
5545-['Y' 'T' 'P' 'A' 'R'];Male;1;Yes;No;45;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);49,86;2229,73;Yes
5011-['G' 'J' 'A' 'U' 'L'];Female;0;No;Yes;28;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;No internet service;One year;Yes;Electronic check;119,6;3343,35;Yes
1210-['N' 'W' 'S' 'A' 'N'];Female;0;No;No;67;No;No phone service;DSL;Yes;Yes;Yes;Yes;No;No internet service;Month-to-month;Yes;Credit card (automatic);62,96;4220,03;Yes
1031-['Q' 'K' 'M' 'B' 'O'];Female;1;No;Yes;0;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;No;Month-to-month;No;Mailed check;33,44;6,13;No
7644-['V' 'L' 'U' 'Q' 'B'];Male;0;Yes;Yes;68;No;No phone service;DSL;Yes;No;No;Yes;No;Yes;Month-to-month;No;Mailed check;28,41;1935,56;No
7480-['E' 'R' 'Q' 'V' 'L'];Female;1;No;No;6;Yes;No;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);57,35;352,29;No
7056-['Z' 'M' 'P' 'J' 'L'];Male;0;No;No;26;Yes;No;Fiber optic;No;No;No;No internet service;No;Yes;Month-to-month;No;Credit card (automatic);60,88;1589,57;Yes
2485-['O' 'N' 'L' 'O' 'Q'];Female;0;Yes;No;27;Yes;No;Fiber optic;No internet service;No;No;Yes;No;No;One year;No;Bank transfer (automatic);116,69;3140,94;No
3052-['M' 'M' 'R' 'P' 'R'];Female;0;No;No;65;No;No phone service;DSL;Yes;Yes;No;No;No;No;Two year;Yes;Bank transfer (automatic);100,87;6559,16;No
7035-['M' 'M' 'L' 'G' 'X'];Female;0;No;No;27;Yes;Yes;DSL;Yes;No;Yes;No;Yes;No;Month-to-month;No;Electronic check;102,95;2767,43;No
9668-['Y' 'G' 'D' 'U' 'M'];Male;0;No;No;56;Yes;Yes;Fiber optic;No;No;No;No;No;No;One year;No;Credit card (automatic);28;1570,3;Yes
6702-['W' 'F' 'C' 'W' 'B'];Female;0;Yes;No;23;Yes;Yes;DSL;No;No;No;Yes;No;No internet service;Month-to-month;Yes;Mailed check;70,35;1609,35;Yes
6427-['P' 'S' 'V' 'V' 'I'];Male;0;No;No;51;Yes;No;DSL;No;No;Yes;No;No;No;Month-to-month;Yes;Bank transfer (automatic);33,25;1704,37;Yes
4183-['M' 'R' 'U' 'O' 'W'];Female;0;No;Yes;58;Yes;No phone service;DSL;Yes;Yes;No;Yes;No;No;Month-to-month;Yes;Bank transfer (automatic);39,71;2303,75;No
5779-['B' 'J' 'F' 'G' 'J'];Female;0;No;No;35;Yes;No;DSL;Yes;Yes;No;No;No;No;Two year;Yes;Electronic check;113,83;3976,32;No
4441-['G' 'C' 'V' 'U' 'E'];Male;0;Yes;No;38;No;No phone service;Fiber optic;Yes;No;Yes;No internet service;No;No;Month-to-month;No;Bank transfer (automatic);76,55;2912,04;No
3507-['J' 'U' 'C' 'W' 'Z'];Male;0;No;No;48;Yes;No;DSL;No;No;No;Yes;Yes;No;Month-to-month;Yes;Credit card (automatic);75,42;3626,79;Yes
5924-['H' 'P' 'S' 'I' 'P'];Female;1;Yes;No;23;Yes;No;Fiber optic;Yes;No internet service;No internet service;Yes;Yes;No;Month-to-month;Yes;Bank transfer (automatic);66,47;1532,85;No
8476-['S' 'M' 'V' 'C' 'F'];Female;0;No;No;22;Yes;Yes;DSL;No;No;No;No;No internet service;Yes;Month-to-month;Yes;Mailed check;43,65;942,24;No
9812-['A' 'A' 'G' 'W' 'T'];Male;0;No;No;8;Yes;Yes;DSL;No;No;No;No;Yes;No;Two year;Yes;Electronic check;24,96;215,8;No
8858-['B' 'W' 'P' 'U' 'Y'];Male;0;No;No;35;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;20,02;683,15;Yes
